edge_type_id target_query source_query model_template syn_weight dynamics_params delay weight_function
148 node_type_id=='489754156' * static_synapse 8.328125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
149 node_type_id=='502260112' * static_synapse 8.140625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
150 node_type_id=='505808144' * static_synapse 5.4375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
151 node_type_id=='517977609' * static_synapse 1.3125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
152 node_type_id=='322723785' * static_synapse 6.6875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
153 node_type_id=='322761772' * static_synapse 1.875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
154 node_type_id=='324065524' * static_synapse 1.5 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
155 node_type_id=='329550277' * static_synapse 9.75 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
156 node_type_id=='466378900' * static_synapse 5.5 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
157 node_type_id=='467003163' * static_synapse 9.28125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
158 node_type_id=='467357834' * static_synapse 9.53125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
159 node_type_id=='469763389' * static_synapse 4.375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
160 node_type_id=='473020156' * static_synapse 1.90625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
161 node_type_id=='476562817' * static_synapse 2.546875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
162 node_type_id=='478586425' * static_synapse 6.484375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
163 node_type_id=='479179020' * static_synapse 0.09375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
164 node_type_id=='484679812' * static_synapse 0.09375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
165 node_type_id=='484770879' * static_synapse 7.59375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
166 node_type_id=='485836906' * static_synapse 7.625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
167 node_type_id=='486472847' * static_synapse 6.875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
168 node_type_id=='486500736' * static_synapse 8.75 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
169 node_type_id=='490626718' * static_synapse 12.5 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
170 node_type_id=='490626827' * static_synapse 11.1875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
171 node_type_id=='500859045' * static_synapse 5.828125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
172 node_type_id=='500894271' * static_synapse 5.375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
173 node_type_id=='320207387' * static_synapse 6.40625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
174 node_type_id=='323838579' * static_synapse 6.8125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
175 node_type_id=='476266853' * static_synapse 8.0 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
176 node_type_id=='500964358' * static_synapse 5.125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
177 node_type_id=='517647182' * static_synapse 0.09375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
178 node_type_id=='479993900' * static_synapse 6.75 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
179 node_type_id=='480169202' * static_synapse 0.1875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
180 node_type_id=='483020137' * static_synapse 5.625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
181 node_type_id=='488689403' * static_synapse 0.1875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
182 node_type_id=='501570114' * static_synapse 1.04296875 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
183 node_type_id=='531121585' * static_synapse 0.00390625 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
184 node_type_id=='535728342' * static_synapse 0.09375 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
185 node_type_id=='560690291' * static_synapse 3.875 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
186 node_type_id=='561934585' * static_synapse 2.6064453125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
187 node_type_id=='562540395' * static_synapse 3.14453125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
188 node_type_id=='478793814' * static_synapse 0.5 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
189 node_type_id=='478958894' * static_synapse 2.625 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
190 node_type_id=='481127173' * static_synapse 6.78125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
191 node_type_id=='481127348' * static_synapse 4.90625 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
192 node_type_id=='487405644' * static_synapse 4.125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
193 node_type_id=='487667205' * static_synapse 3.875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
194 node_type_id=='491038812' * static_synapse 7.8125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
195 node_type_id=='569997187' * static_synapse 0.4375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
196 node_type_id=='571314481' * static_synapse 2.875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
197 node_type_id=='572375809' * static_synapse 0.1875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
198 node_type_id=='579414994' * static_synapse 1.0 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
199 node_type_id=='476099282' * static_synapse 4.1328125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
200 node_type_id=='476753465' * static_synapse 1.541015625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
201 node_type_id=='485061364' * static_synapse 7.328125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
202 node_type_id=='501280518' * static_synapse 5.203125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
203 node_type_id=='501282204' * static_synapse 8.5625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
204 node_type_id=='573622646' * static_synapse 11.71875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
205 node_type_id=='314822529' * static_synapse 12.0 lgn_to_e5it.json 1.0 ConstantMultiplier_BKG
206 node_type_id=='468120757' * static_synapse 21.53125 lgn_to_e5it.json 1.0 ConstantMultiplier_BKG
207 node_type_id=='480169178' * static_synapse 12.25 lgn_to_e5it.json 1.0 ConstantMultiplier_BKG
208 node_type_id=='486110216' * static_synapse 15.59375 lgn_to_e5it.json 1.0 ConstantMultiplier_BKG
209 node_type_id=='485574832' * static_synapse 9.0703125 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
210 node_type_id=='485838981' * static_synapse 6.875 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
211 node_type_id=='486111903' * static_synapse 11.921875 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
212 node_type_id=='488679042' * static_synapse 8.15625 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
213 node_type_id=='488680917' * static_synapse 6.1484375 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
214 node_type_id=='488683425' * static_synapse 2.73046875 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
215 node_type_id=='322762730' * static_synapse 5.9453125 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
216 node_type_id=='487445455' * static_synapse 7.640625 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
217 node_type_id=='487664070' * static_synapse 3.07421875 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
218 node_type_id=='488419491' * static_synapse 7.078125 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
219 node_type_id=='488467273' * static_synapse 5.8984375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
220 node_type_id=='490263438' * static_synapse 9.34375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
221 node_type_id=='505202906' * static_synapse 8.828125 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
222 node_type_id=='558675748' * static_synapse 1.6484375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
223 node_type_id=='562999984' * static_synapse 10.59375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
224 node_type_id=='569469018' * static_synapse 3.34765625 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
225 node_type_id=='569477234' * static_synapse 5.953125 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
226 node_type_id=='605141937' * static_synapse 2.5 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
227 node_type_id=='568767467' * static_synapse 1.1875 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
228 node_type_id=='591627904' * static_synapse 4.4375 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
229 node_type_id=='592819166' * static_synapse 4.234375 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
230 node_type_id=='313861608' * static_synapse 16.3125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
231 node_type_id=='318556138' * static_synapse 0.96875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
232 node_type_id=='320455763' * static_synapse 2.875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
233 node_type_id=='469801569' * static_synapse 12.4375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
234 node_type_id=='478949560' * static_synapse 5.28125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
235 node_type_id=='480952106' * static_synapse 7.65625 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
236 node_type_id=='481093525' * static_synapse 17.09375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
237 node_type_id=='484742372' * static_synapse 8.25 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
238 node_type_id=='487400838' * static_synapse 3.875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
239 node_type_id=='487594856' * static_synapse 7.9375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
240 node_type_id=='488440436' * static_synapse 4.40625 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
241 node_type_id=='515305346' * static_synapse 4.5 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
242 node_type_id=='313862134' * static_synapse 5.4765625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
243 node_type_id=='328015342' * static_synapse 5.65625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
244 node_type_id=='328031983' * static_synapse 5.02734375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
245 node_type_id=='329224678' * static_synapse 12.28125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
246 node_type_id=='329254830' * static_synapse 11.390625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
247 node_type_id=='464212183' * static_synapse 5.109375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
248 node_type_id=='473011949' * static_synapse 9.4375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
249 node_type_id=='473593847' * static_synapse 10.3046875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
250 node_type_id=='475057898' * static_synapse 4.09375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
251 node_type_id=='475542907' * static_synapse 11.7109375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
252 node_type_id=='475580568' * static_synapse 5.65625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
253 node_type_id=='482690728' * static_synapse 4.2109375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
254 node_type_id=='485058595' * static_synapse 3.48828125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
255 node_type_id=='485455285' * static_synapse 16.640625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
256 node_type_id=='486352114' * static_synapse 7.0703125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
257 node_type_id=='490173806' * static_synapse 7.5 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
258 node_type_id=='491029832' * static_synapse 7.703125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
259 node_type_id=='491030723' * static_synapse 7.765625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
260 node_type_id=='497560724' * static_synapse 17.40625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
261 node_type_id=='501730497' * static_synapse 3.046875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
262 node_type_id=='526785742' * static_synapse 8.8125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
263 node_type_id=='575637715' * static_synapse 10.546875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
264 node_type_id=='466632464' * static_synapse 4.8720703125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
265 node_type_id=='471789504' * static_synapse 5.681640625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
266 node_type_id=='471800189' * static_synapse 11.5234375 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
267 node_type_id=='471819401' * static_synapse 7.28515625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
268 node_type_id=='485287944' * static_synapse 7.51953125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
269 node_type_id=='485905411' * static_synapse 7.41015625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
270 node_type_id=='485938494' * static_synapse 8.48828125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
271 node_type_id=='488426904' * static_synapse 9.45703125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
272 node_type_id=='488430487' * static_synapse 12.40234375 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
273 node_type_id=='488432250' * static_synapse 1.16015625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
274 node_type_id=='488448839' * static_synapse 3.01953125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
275 node_type_id=='488676149' * static_synapse 4.44140625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
276 node_type_id=='490259231' * static_synapse 6.05078125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
277 node_type_id=='490264167' * static_synapse 5.29296875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
278 node_type_id=='490485142' * static_synapse 10.2734375 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
279 node_type_id=='490718897' * static_synapse 10.78125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
280 node_type_id=='501562903' * static_synapse 8.69140625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
281 node_type_id=='501566512' * static_synapse 7.68359375 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
282 node_type_id=='503286448' * static_synapse 9.99951171875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
283 node_type_id=='503814817' * static_synapse 8.94140625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
284 node_type_id=='507914933' * static_synapse 4.62890625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
285 node_type_id=='508980706' * static_synapse 12.826171875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
286 node_type_id=='539742766' * static_synapse 7.0625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
287 node_type_id=='565880475' * static_synapse 4.728515625 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
288 node_type_id=='582917630' * static_synapse 5.4921875 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
289 node_type_id=='585080288' * static_synapse 2.11328125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
290 node_type_id=='592816620' * static_synapse 3.28125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
291 node_type_id=='471087830' * static_synapse 22.859375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
292 node_type_id=='478058328' * static_synapse 14.28125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
293 node_type_id=='571396942' * static_synapse 18.3125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
294 node_type_id=='581404810' * static_synapse 10.6796875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
295 node_type_id=='473564515' * static_synapse 14.25 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
296 node_type_id=='475512108' * static_synapse 22.796875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
297 node_type_id=='476104386' * static_synapse 12.40625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
298 node_type_id=='502382506' * static_synapse 9.41015625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
299 node_type_id=='534141324' * static_synapse 21.578125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
300 node_type_id=='547325858' * static_synapse 9.390625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
