edge_type_id target_query source_query delay weight_function dynamics_params model_template syn_weight
100 node_type_id=='475585413' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 9.8125
101 node_type_id=='482649712' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 13.25
102 node_type_id=='482654108' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 19.5
103 node_type_id=='484509440' * 1.0 weight_function_bkg exc_to_e23.json static_synapse 4.12890625
104 node_type_id=='486262299' * 1.0 weight_function_bkg exc_to_e23.json static_synapse 25.843017578125
105 node_type_id=='486753754' * 1.0 weight_function_bkg exc_to_e23.json static_synapse 5.59765625
106 node_type_id=='489751692' * 1.0 weight_function_bkg exc_to_e23.json static_synapse 4.06640625
107 node_type_id=='490376252' * 1.0 weight_function_bkg exc_to_e23.json static_synapse 2.95703125
108 node_type_id=='505512874' * 1.0 weight_function_bkg exc_to_e23.json static_synapse 7.1689453125
109 node_type_id=='513510227' * 1.0 weight_function_bkg exc_to_e23.json static_synapse 9.36328125
110 node_type_id=='501736631' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 33.5
111 node_type_id=='514767977' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 5.75
112 node_type_id=='522418855' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 8.2578125
113 node_type_id=='523478869' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 27.75
114 node_type_id=='524689239' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 17.1875
115 node_type_id=='524693113' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 2.0
116 node_type_id=='524876305' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 10.75
117 node_type_id=='560814288' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 1.921875
118 node_type_id=='562539062' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 4.96875
119 node_type_id=='575920560' * 1.0 weight_function_bkg exc_to_vip.json static_synapse 14.90625
