edge_type_id target_query source_query model_template syn_weight dynamics_params delay weight_function
129 node_type_id=='485245025' * static_synapse 19.1875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
130 node_type_id=='488501071' * static_synapse 20.9375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
131 node_type_id=='574992320' * static_synapse 13.4375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
132 node_type_id=='313862274' * static_synapse 9.078125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
133 node_type_id=='324493977' * static_synapse 8.9609375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
134 node_type_id=='476686112' * static_synapse 5.71875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
135 node_type_id=='485466109' * static_synapse 10.75 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
136 node_type_id=='488677994' * static_synapse 11.5 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
137 node_type_id=='491026389' * static_synapse 11.7265625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
138 node_type_id=='623960880' * static_synapse 4.953125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
139 node_type_id=='354833767' * static_synapse 19.0625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
140 node_type_id=='369697038' * static_synapse 7.09375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
141 node_type_id=='386049446' * static_synapse 3.625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
142 node_type_id=='397354239' * static_synapse 3.96875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
143 node_type_id=='465924786' * static_synapse 7.28125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
144 node_type_id=='469704261' * static_synapse 22.0 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
145 node_type_id=='469734859' * static_synapse 10.6875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
146 node_type_id=='475838754' * static_synapse 11.75 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
147 node_type_id=='478439166' * static_synapse 8.65625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
148 node_type_id=='489754156' * static_synapse 9.0625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
149 node_type_id=='502260112' * static_synapse 8.9375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
150 node_type_id=='505808144' * static_synapse 6.46875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
151 node_type_id=='517977609' * static_synapse 2.203125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
152 node_type_id=='322723785' * static_synapse 7.375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
153 node_type_id=='322761772' * static_synapse 2.6875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
154 node_type_id=='324065524' * static_synapse 1.84375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
155 node_type_id=='329550277' * static_synapse 10.75 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
156 node_type_id=='466378900' * static_synapse 6.125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
157 node_type_id=='467003163' * static_synapse 10.6875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
158 node_type_id=='467357834' * static_synapse 10.6875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
159 node_type_id=='469763389' * static_synapse 5.234375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
160 node_type_id=='473020156' * static_synapse 2.53125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
161 node_type_id=='476562817' * static_synapse 3.375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
162 node_type_id=='478586425' * static_synapse 7.46875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
163 node_type_id=='479179020' * static_synapse 0.59375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
164 node_type_id=='484679812' * static_synapse 0.453125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
165 node_type_id=='484770879' * static_synapse 8.375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
166 node_type_id=='485836906' * static_synapse 8.75 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
167 node_type_id=='486472847' * static_synapse 7.609375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
168 node_type_id=='486500736' * static_synapse 10.0 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
169 node_type_id=='490626718' * static_synapse 13.625 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
170 node_type_id=='490626827' * static_synapse 12.25 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
171 node_type_id=='500859045' * static_synapse 6.71875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
172 node_type_id=='500894271' * static_synapse 6.1875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
173 node_type_id=='320207387' * static_synapse 7.8125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
174 node_type_id=='323838579' * static_synapse 7.71875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
175 node_type_id=='476266853' * static_synapse 9.125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
176 node_type_id=='500964358' * static_synapse 5.96875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
177 node_type_id=='517647182' * static_synapse 0.359375 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
178 node_type_id=='479993900' * static_synapse 7.875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
179 node_type_id=='480169202' * static_synapse 0.25 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
180 node_type_id=='483020137' * static_synapse 6.453125 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
181 node_type_id=='488689403' * static_synapse 0.21875 lgn_to_e4.json 1.0 ConstantMultiplier_BKG
182 node_type_id=='501570114' * static_synapse 1.1640625 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
183 node_type_id=='531121585' * static_synapse 0.203125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
184 node_type_id=='535728342' * static_synapse 0.09375 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
185 node_type_id=='560690291' * static_synapse 4.15625 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
186 node_type_id=='561934585' * static_synapse 3.09375 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
187 node_type_id=='562540395' * static_synapse 3.5625 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
188 node_type_id=='478793814' * static_synapse 0.4375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
189 node_type_id=='478958894' * static_synapse 4.125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
190 node_type_id=='481127173' * static_synapse 8.125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
191 node_type_id=='481127348' * static_synapse 6.1875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
192 node_type_id=='487405644' * static_synapse 4.6875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
193 node_type_id=='487667205' * static_synapse 5.125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
194 node_type_id=='491038812' * static_synapse 8.75 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
195 node_type_id=='569997187' * static_synapse 0.4375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
196 node_type_id=='571314481' * static_synapse 3.71875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
197 node_type_id=='572375809' * static_synapse 0.375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
198 node_type_id=='579414994' * static_synapse 1.0 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
199 node_type_id=='476099282' * static_synapse 4.3125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
200 node_type_id=='476753465' * static_synapse 1.734375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
201 node_type_id=='485061364' * static_synapse 7.671875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
202 node_type_id=='501280518' * static_synapse 5.484375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
203 node_type_id=='501282204' * static_synapse 9.125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
204 node_type_id=='573622646' * static_synapse 12.0 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
205 node_type_id=='314822529' * static_synapse 13.1875 lgn_to_e5it.json 1.0 ConstantMultiplier_BKG
206 node_type_id=='468120757' * static_synapse 22.46875 lgn_to_e5it.json 1.0 ConstantMultiplier_BKG
207 node_type_id=='480169178' * static_synapse 13.15625 lgn_to_e5it.json 1.0 ConstantMultiplier_BKG
208 node_type_id=='486110216' * static_synapse 16.53125 lgn_to_e5it.json 1.0 ConstantMultiplier_BKG
209 node_type_id=='485574832' * static_synapse 9.453125 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
210 node_type_id=='485838981' * static_synapse 7.40625 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
211 node_type_id=='486111903' * static_synapse 12.375 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
212 node_type_id=='488679042' * static_synapse 8.53125 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
213 node_type_id=='488680917' * static_synapse 6.515625 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
214 node_type_id=='488683425' * static_synapse 3.078125 lgn_to_e5et.json 1.0 ConstantMultiplier_BKG
215 node_type_id=='322762730' * static_synapse 6.265625 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
216 node_type_id=='487445455' * static_synapse 8.09375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
217 node_type_id=='487664070' * static_synapse 3.40625 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
218 node_type_id=='488419491' * static_synapse 7.71875 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
219 node_type_id=='488467273' * static_synapse 6.1875 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
220 node_type_id=='490263438' * static_synapse 10.0 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
221 node_type_id=='505202906' * static_synapse 9.59375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
222 node_type_id=='558675748' * static_synapse 2.0 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
223 node_type_id=='562999984' * static_synapse 11.375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
224 node_type_id=='569469018' * static_synapse 3.578125 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
225 node_type_id=='569477234' * static_synapse 6.484375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
226 node_type_id=='605141937' * static_synapse 2.984375 lgn_to_e5np.json 1.0 ConstantMultiplier_BKG
227 node_type_id=='568767467' * static_synapse 1.46875 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
228 node_type_id=='591627904' * static_synapse 5.03125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
229 node_type_id=='592819166' * static_synapse 4.875 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
230 node_type_id=='313861608' * static_synapse 17.46875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
231 node_type_id=='318556138' * static_synapse 1.75 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
232 node_type_id=='320455763' * static_synapse 3.6875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
233 node_type_id=='469801569' * static_synapse 14.1875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
234 node_type_id=='478949560' * static_synapse 6.6875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
235 node_type_id=='480952106' * static_synapse 8.84375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
236 node_type_id=='481093525' * static_synapse 18.875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
237 node_type_id=='484742372' * static_synapse 9.375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
238 node_type_id=='487400838' * static_synapse 4.9375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
239 node_type_id=='487594856' * static_synapse 8.875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
240 node_type_id=='488440436' * static_synapse 5.71875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
241 node_type_id=='515305346' * static_synapse 5.875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
242 node_type_id=='313862134' * static_synapse 5.5703125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
243 node_type_id=='328015342' * static_synapse 5.859375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
244 node_type_id=='328031983' * static_synapse 5.1640625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
245 node_type_id=='329224678' * static_synapse 12.5 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
246 node_type_id=='329254830' * static_synapse 11.65625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
247 node_type_id=='464212183' * static_synapse 5.3359375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
248 node_type_id=='473011949' * static_synapse 10.15625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
249 node_type_id=='473593847' * static_synapse 10.4140625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
250 node_type_id=='475057898' * static_synapse 4.359375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
251 node_type_id=='475542907' * static_synapse 11.7578125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
252 node_type_id=='475580568' * static_synapse 5.7421875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
253 node_type_id=='482690728' * static_synapse 4.328125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
254 node_type_id=='485058595' * static_synapse 3.578125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
255 node_type_id=='485455285' * static_synapse 17.03125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
256 node_type_id=='486352114' * static_synapse 7.28125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
257 node_type_id=='490173806' * static_synapse 7.671875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
258 node_type_id=='491029832' * static_synapse 7.7578125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
259 node_type_id=='491030723' * static_synapse 8.03125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
260 node_type_id=='497560724' * static_synapse 17.8125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
261 node_type_id=='501730497' * static_synapse 3.25 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
262 node_type_id=='526785742' * static_synapse 9.09375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
263 node_type_id=='575637715' * static_synapse 10.796875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
264 node_type_id=='466632464' * static_synapse 5.1171875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
265 node_type_id=='471789504' * static_synapse 5.8984375 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
266 node_type_id=='471800189' * static_synapse 11.8203125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
267 node_type_id=='471819401' * static_synapse 7.515625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
268 node_type_id=='485287944' * static_synapse 7.796875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
269 node_type_id=='485905411' * static_synapse 7.75 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
270 node_type_id=='485938494' * static_synapse 8.71875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
271 node_type_id=='488426904' * static_synapse 9.8046875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
272 node_type_id=='488430487' * static_synapse 12.75 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
273 node_type_id=='488432250' * static_synapse 1.3046875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
274 node_type_id=='488448839' * static_synapse 3.23828125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
275 node_type_id=='488676149' * static_synapse 4.625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
276 node_type_id=='490259231' * static_synapse 6.328125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
277 node_type_id=='490264167' * static_synapse 5.515625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
278 node_type_id=='490485142' * static_synapse 10.5625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
279 node_type_id=='490718897' * static_synapse 11.140625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
280 node_type_id=='501562903' * static_synapse 9.03125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
281 node_type_id=='501566512' * static_synapse 8.078125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
282 node_type_id=='503286448' * static_synapse 10.328125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
283 node_type_id=='503814817' * static_synapse 9.40625 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
284 node_type_id=='507914933' * static_synapse 4.76171875 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
285 node_type_id=='508980706' * static_synapse 13.234375 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
286 node_type_id=='539742766' * static_synapse 7.3203125 lgn_to_e6.json 1.0 ConstantMultiplier_BKG
287 node_type_id=='565880475' * static_synapse 4.61328125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
288 node_type_id=='582917630' * static_synapse 5.48046875 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
289 node_type_id=='585080288' * static_synapse 2.11328125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
290 node_type_id=='592816620' * static_synapse 3.2578125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG
291 node_type_id=='471087830' * static_synapse 23.4375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
292 node_type_id=='478058328' * static_synapse 14.703125 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
293 node_type_id=='571396942' * static_synapse 18.96875 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
294 node_type_id=='581404810' * static_synapse 11.09375 lgn_to_pv.json 1.0 ConstantMultiplier_BKG
295 node_type_id=='473564515' * static_synapse 14.625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
296 node_type_id=='475512108' * static_synapse 23.125 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
297 node_type_id=='476104386' * static_synapse 12.640625 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
298 node_type_id=='502382506' * static_synapse 9.59375 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
299 node_type_id=='534141324' * static_synapse 22.25 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
300 node_type_id=='547325858' * static_synapse 9.71875 lgn_to_sst.json 1.0 ConstantMultiplier_BKG
