edge_type_id target_query source_query model_template syn_weight dynamics_params delay weight_function done loc s scale ncells target_type_id target_pop cell_type
100 node_type_id=='475585413' * static_synapse 4.47265625 lgn_to_vip.json 1.0 ConstantMultiplier_BKG True 13.49471199866433 1.805197182627777 0.3467969664785803 100 475585413 i1Htr3a "L1 Htr3a"
101 node_type_id=='482649712' * static_synapse 6.2158203125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG True 1.2028948462719566 0.2685176907765771 17.01873768511625 100 482649712 i1Htr3a "L1 Htr3a"
102 node_type_id=='482654108' * static_synapse 9.578125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG True 14.254176544307297 0.3163538371677507 15.908444869210168 100 482654108 i1Htr3a "L1 Htr3a"
103 node_type_id=='484509440' * static_synapse 5.5703125 lgn_to_e23.json 1.0 ConstantMultiplier_BKG True 17.607423695517664 1.107617838402696 1.9323519319389584 100 484509440 e23Cux2 "L2/3 Exc"
104 node_type_id=='486262299' * static_synapse 35.03125 lgn_to_e23.json 1.0 ConstantMultiplier_BKG True 96.6150302443138 0.8695391320176029 10.141815222768168 100 486262299 e23Cux2 "L2/3 Exc"
105 node_type_id=='486753754' * static_synapse 7.8203125 lgn_to_e23.json 1.0 ConstantMultiplier_BKG True 2.7751818336001817 0.5255011043667487 15.322829699020499 100 486753754 e23Cux2 "L2/3 Exc"
106 node_type_id=='489751692' * static_synapse 5.671875 lgn_to_e23.json 1.0 ConstantMultiplier_BKG True 17.39047088907707 1.388770838117803 0.9918361866387078 100 489751692 e23Cux2 "L2/3 Exc"
107 node_type_id=='490376252' * static_synapse 4.0859375 lgn_to_e23.json 1.0 ConstantMultiplier_BKG True 4.573985961336143 0.698356321145094 6.08420457347203 100 490376252 e23Cux2 "L2/3 Exc"
108 node_type_id=='505512874' * static_synapse 10.21875 lgn_to_e23.json 1.0 ConstantMultiplier_BKG True 29.18014781658233 0.7893558118718303 3.6878061285347816 100 505512874 e23Cux2 "L2/3 Exc"
109 node_type_id=='513510227' * static_synapse 12.375 lgn_to_e23.json 1.0 ConstantMultiplier_BKG True 18.548866428254282 0.8281971335034201 12.711911032893843 100 513510227 e23Cux2 "L2/3 Exc"
110 node_type_id=='501736631' * static_synapse 15.03125 lgn_to_vip.json 1.0 ConstantMultiplier_BKG True 14.651962079960448 0.29150175496582237 38.51524439205738 100 501736631 i23Vip "L2/3 VIP"
111 node_type_id=='514767977' * static_synapse 2.2734375 lgn_to_vip.json 1.0 ConstantMultiplier_BKG True 10.522506324657225 1.6653589233478927 0.20080409142387057 100 514767977 i23Vip "L2/3 VIP"
112 node_type_id=='522418855' * static_synapse 3.234375 lgn_to_vip.json 1.0 ConstantMultiplier_BKG True 8.799621836122844 0.5861868507386087 3.5827285573742547 100 522418855 i23Vip "L2/3 VIP"
