edge_type_id target_query source_query dynamics_params delay syn_weight weight_function model_template done loc s scale ncells target_type_id target_pop cell_type
114 node_type_id=='524689239' * lgn_to_vip.json 1.0 2.469383327728 ConstantMultiplier_BKG static_synapse True 2.7070769651744 0.2369462659051416 5.304771064460714 100 524689239 i23Vip "L2/3 VIP"
115 node_type_id=='524693113' * lgn_to_vip.json 1.0 2.469383327728 ConstantMultiplier_BKG static_synapse True 0.013215267187981933 0.49618291823910643 1.2168759184543154 100 524693113 i23Vip "L2/3 VIP"
116 node_type_id=='524876305' * lgn_to_vip.json 1.0 2.469383327728 ConstantMultiplier_BKG static_synapse True 0.1829719570868954 0.2661513632246041 5.247202977636819 100 524876305 i23Vip "L2/3 VIP"
117 node_type_id=='560814288' * lgn_to_vip.json 1.0 2.469383327728 ConstantMultiplier_BKG static_synapse True 0.010035597811039958 0.3845510185103136 1.1667513547503934 100 560814288 i23Vip "L2/3 VIP"
118 node_type_id=='562539062' * lgn_to_vip.json 1.0 2.469383327728 ConstantMultiplier_BKG static_synapse True 0.1358770294015209 0.3197786062668946 2.42901075197034 100 562539062 i23Vip "L2/3 VIP"
119 node_type_id=='575920560' * lgn_to_vip.json 1.0 2.469383327728 ConstantMultiplier_BKG static_synapse True 0.8261487561196891 0.2809961266718434 6.206357087609029 100 575920560 i23Vip "L2/3 VIP"
120 node_type_id=='341016267' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 10.827131482319784 0.24457400744204377 6.081874120255655 100 341016267 i23Pvalb "L2/3 PV"
121 node_type_id=='341442651' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 18.849208982181857 0.24737838825439326 4.801319124323565 100 341442651 i23Pvalb "L2/3 PV"
122 node_type_id=='469614747' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 18.102881130330477 0.4361557241544861 2.564195010445863 100 469614747 i23Pvalb "L2/3 PV"
123 node_type_id=='477490421' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 21.31684738376559 0.2888336468404849 7.01613558004843 100 477490421 i23Pvalb "L2/3 PV"
124 node_type_id=='479298854' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 38.21211168542969 1.9089800801024601 0.14329178409631513 100 479298854 i23Pvalb "L2/3 PV"
125 node_type_id=='481018305' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 22.78117791790912 0.34063561685599053 3.187528023902068 100 481018305 i23Pvalb "L2/3 PV"
126 node_type_id=='482444444' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 18.85473996022664 0.3307757448404927 4.855465100838648 100 482444444 i23Pvalb "L2/3 PV"
127 node_type_id=='484635029' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 27.37418532234172 0.18692206406758632 7.275159975934591 100 484635029 i23Pvalb "L2/3 PV"
128 node_type_id=='485184849' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 19.49502688301388 0.25296061821043125 5.453573771928418 100 485184849 i23Pvalb "L2/3 PV"
129 node_type_id=='485245025' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 11.142465305515346 0.296451194978953 9.093455459716141 100 485245025 i23Pvalb "L2/3 PV"
130 node_type_id=='488501071' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 18.406950675114174 0.2909369069657668 2.898702875375453 100 488501071 i23Pvalb "L2/3 PV"
131 node_type_id=='574992320' * lgn_to_pv.json 1.0 2.06360632416 ConstantMultiplier_BKG static_synapse True 5.123364969608727 0.16071635373790846 8.504210234874868 100 574992320 i23Pvalb "L2/3 PV"
132 node_type_id=='313862274' * lgn_to_sst.json 1.0 4.83280828545 ConstantMultiplier_BKG static_synapse True 8.777349624293626 0.9841391716562949 0.19434985835435695 100 313862274 i23Sst "L2/3 SST"
133 node_type_id=='324493977' * lgn_to_sst.json 1.0 4.83280828545 ConstantMultiplier_BKG static_synapse True 8.737750391574327 1.5898030863002617 0.10805130246215651 100 324493977 i23Sst "L2/3 SST"
134 node_type_id=='476686112' * lgn_to_sst.json 1.0 4.83280828545 ConstantMultiplier_BKG static_synapse True 5.086247069164013 0.4631057519487918 0.6090509645222256 100 476686112 i23Sst "L2/3 SST"
135 node_type_id=='485466109' * lgn_to_sst.json 1.0 4.83280828545 ConstantMultiplier_BKG static_synapse True 9.79758091095544 0.7689878847083138 0.7378112127574867 100 485466109 i23Sst "L2/3 SST"
136 node_type_id=='488677994' * lgn_to_sst.json 1.0 4.83280828545 ConstantMultiplier_BKG static_synapse True 11.278633319553618 0.9625013111418659 0.16502859862106983 100 488677994 i23Sst "L2/3 SST"
137 node_type_id=='491026389' * lgn_to_sst.json 1.0 4.83280828545 ConstantMultiplier_BKG static_synapse True 11.423136992245134 1.5386233350129397 0.10586310984725819 100 491026389 i23Sst "L2/3 SST"
138 node_type_id=='623960880' * lgn_to_sst.json 1.0 4.83280828545 ConstantMultiplier_BKG static_synapse True 4.314109661896202 0.7909035608187123 0.5693384761555934 100 623960880 i23Sst "L2/3 SST"
139 node_type_id=='354833767' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 18.102500801979478 1.0819675566610667 1.0582226243687165 100 354833767 e4Nr5a1 "L4 Exc"
140 node_type_id=='369697038' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 5.5350367866310615 1.1552518761617374 1.1916469717851987 100 369697038 e4Nr5a1 "L4 Exc"
141 node_type_id=='386049446' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 2.3789957305258653 1.207913835747778 0.8174640033019994 100 386049446 e4Nr5a1 "L4 Exc"
142 node_type_id=='397354239' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 4.168421294837046 1.9697425255466614 0.15150344346486683 100 397354239 e4Nr5a1 "L4 Exc"
143 node_type_id=='465924786' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 5.949387959055283 1.071427161109399 0.8176662026993605 100 465924786 e4Nr5a1 "L4 Exc"
144 node_type_id=='469704261' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 18.223183258888465 0.6270422771424844 3.467219046868816 100 469704261 e4Nr5a1 "L4 Exc"
145 node_type_id=='469734859' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 8.43236495886578 0.8043952244851444 1.3334718540127122 100 469734859 e4Nr5a1 "L4 Exc"
146 node_type_id=='475838754' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 7.801068807011841 0.6396056594238353 3.0195533306416156 100 475838754 e4Nr5a1 "L4 Exc"
147 node_type_id=='478439166' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 7.591068741363739 0.9260329726081282 0.7531843955421809 100 478439166 e4Nr5a1 "L4 Exc"
148 node_type_id=='489754156' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 8.121377721598293 1.514751539371368 0.5282955627368527 100 489754156 e4Nr5a1 "L4 Exc"
149 node_type_id=='502260112' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 6.401180966519491 0.9850547256847048 1.2884422420095853 100 502260112 e4Nr5a1 "L4 Exc"
150 node_type_id=='505808144' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 4.2597869046921195 0.8685056573139596 1.7149854490645133 100 505808144 e4Nr5a1 "L4 Exc"
151 node_type_id=='517977609' * lgn_to_e4.json 1.0 3.334693673586e-14 ConstantMultiplier_BKG static_synapse True 0.4941747488678994 1.087399749143137 1.1745603016972506 100 517977609 e4Nr5a1 "L4 Exc"
152 node_type_id=='322723785' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 5.690804359115474 0.8629664587411294 1.2385602419983985 100 322723785 e4Rorb "L4 Exc"
153 node_type_id=='322761772' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 1.1230126310447173 1.1800003221388367 0.9137298027735195 100 322761772 e4Rorb "L4 Exc"
154 node_type_id=='324065524' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 1.3844147262535682 1.1799835944419645 0.34760350209539126 100 324065524 e4Rorb "L4 Exc"
155 node_type_id=='329550277' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 8.812437109026884 0.9055545183787165 1.7361448997411457 100 329550277 e4Rorb "L4 Exc"
156 node_type_id=='466378900' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 5.087230746382951 0.8081785522291978 0.8173300156984924 100 466378900 e4Rorb "L4 Exc"
157 node_type_id=='467003163' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 8.714761784095325 1.051475566001318 1.3884353611794793 100 467003163 e4Rorb "L4 Exc"
158 node_type_id=='467357834' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 8.524751008110625 1.040239353587175 1.521050257748114 100 467357834 e4Rorb "L4 Exc"
159 node_type_id=='469763389' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 5.1457658262415364 1.564548935597182 0.11525528384463188 100 469763389 e4Rorb "L4 Exc"
160 node_type_id=='473020156' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 1.130293399418588 0.883535847222481 1.030508914265984 100 473020156 e4Rorb "L4 Exc"
161 node_type_id=='476562817' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 1.3286983638753094 0.6196222742815176 1.8769692868011851 100 476562817 e4Rorb "L4 Exc"
162 node_type_id=='478586425' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 7.35147184451039 1.6556788478328146 0.12655766280658334 100 478586425 e4Rorb "L4 Exc"
163 node_type_id=='479179020' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 0.010009603450620741 2.121994894546487 0.1988699612067582 100 479179020 e4Rorb "L4 Exc"
164 node_type_id=='484679812' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 0.010129565471494052 1.6056316527927723 0.20926412513458942 100 484679812 e4Rorb "L4 Exc"
165 node_type_id=='484770879' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 6.362745885279282 0.7756069056823223 1.4530978821064535 100 484770879 e4Rorb "L4 Exc"
166 node_type_id=='485836906' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 7.777468931513549 1.509985118311039 0.30848668354426234 100 485836906 e4Rorb "L4 Exc"
167 node_type_id=='486472847' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 5.7858732838834355 0.7991488454794642 1.4528118478229983 100 486472847 e4Rorb "L4 Exc"
168 node_type_id=='486500736' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 7.038429079279607 1.014907238000667 2.2425119954843495 100 486500736 e4Rorb "L4 Exc"
169 node_type_id=='490626718' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 12.297933681279249 1.3296166621290082 0.8108759002924922 100 490626718 e4Rorb "L4 Exc"
170 node_type_id=='490626827' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 11.375085354303291 1.1136272959009657 0.8945297492907768 100 490626827 e4Rorb "L4 Exc"
171 node_type_id=='500859045' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 5.098307793719148 1.0215910104113932 1.4023669024884704 100 500859045 e4Rorb "L4 Exc"
172 node_type_id=='500894271' * lgn_to_e4.json 1.0 7.090524410229e-08 ConstantMultiplier_BKG static_synapse True 3.3797042397518764 0.5892455651700395 2.8457422920194304 100 500894271 e4Rorb "L4 Exc"
173 node_type_id=='320207387' * lgn_to_e4.json 1.0 8.59391427069e-11 ConstantMultiplier_BKG static_synapse True 3.60319436642263 0.5562513762042971 3.8695980153105145 100 320207387 e4Scnn1a "L4 Exc"
174 node_type_id=='323838579' * lgn_to_e4.json 1.0 8.59391427069e-11 ConstantMultiplier_BKG static_synapse True 6.741867161219903 0.8915023278488405 0.881992246055668 100 323838579 e4Scnn1a "L4 Exc"
175 node_type_id=='476266853' * lgn_to_e4.json 1.0 8.59391427069e-11 ConstantMultiplier_BKG static_synapse True 7.134800172214427 0.7202335360425187 1.7390218455100546 100 476266853 e4Scnn1a "L4 Exc"
176 node_type_id=='500964358' * lgn_to_e4.json 1.0 8.59391427069e-11 ConstantMultiplier_BKG static_synapse True 4.2204632385486045 1.2913603435702732 1.0274060106084029 100 500964358 e4Scnn1a "L4 Exc"
177 node_type_id=='517647182' * lgn_to_e4.json 1.0 8.59391427069e-11 ConstantMultiplier_BKG static_synapse True 0.010065740717717632 1.4462999317120566 0.20140454036813416 100 517647182 e4Scnn1a "L4 Exc"
178 node_type_id=='479993900' * lgn_to_e4.json 1.0 1.1655687327870001e-17 ConstantMultiplier_BKG static_synapse True 6.822256955273311 1.7318693716334281 0.6639991579475764 100 479993900 e4other "L4 Exc"
179 node_type_id=='480169202' * lgn_to_e4.json 1.0 1.1655687327870001e-17 ConstantMultiplier_BKG static_synapse True 0.013287115589647736 1.5853105545269703 0.10066392331613461 100 480169202 e4other "L4 Exc"
180 node_type_id=='483020137' * lgn_to_e4.json 1.0 1.1655687327870001e-17 ConstantMultiplier_BKG static_synapse True 4.787187723007081 0.8209166648955942 1.544856255469588 100 483020137 e4other "L4 Exc"
181 node_type_id=='488689403' * lgn_to_e4.json 1.0 1.1655687327870001e-17 ConstantMultiplier_BKG static_synapse False 0.010011364222513384 0.17947461966159356 0.10004036054082246 100 488689403 e4other "L4 Exc"
182 node_type_id=='501570114' * lgn_to_vip.json 1.0 0.793264203462 ConstantMultiplier_BKG static_synapse True 1.2612436761421693 0.43022665417650763 0.10798820361285866 100 501570114 i4Vip "L4 VIP"
183 node_type_id=='531121585' * lgn_to_vip.json 1.0 0.793264203462 ConstantMultiplier_BKG static_synapse True 0.45304843480778534 0.4457215075770192 0.13655767665630558 100 531121585 i4Vip "L4 VIP"
184 node_type_id=='535728342' * lgn_to_vip.json 1.0 0.793264203462 ConstantMultiplier_BKG static_synapse True 0.01000675677153877 0.27102092922881854 0.10001982049599738 100 535728342 i4Vip "L4 VIP"
185 node_type_id=='560690291' * lgn_to_vip.json 1.0 0.793264203462 ConstantMultiplier_BKG static_synapse True 4.505895963059023 0.5148030573453939 0.1172623506665365 100 560690291 i4Vip "L4 VIP"
186 node_type_id=='561934585' * lgn_to_vip.json 1.0 0.793264203462 ConstantMultiplier_BKG static_synapse False 3.788178321611214 0.8669497885766071 0.175710633438797 100 561934585 i4Vip "L4 VIP"
187 node_type_id=='562540395' * lgn_to_vip.json 1.0 0.793264203462 ConstantMultiplier_BKG static_synapse True 3.9358020727835754 0.5511743262777457 0.28164441123969336 100 562540395 i4Vip "L4 VIP"
188 node_type_id=='478793814' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 0.01005974173014859 0.16484447181101142 0.10000531276659341 100 478793814 i4Pvalb "L4 PV"
189 node_type_id=='478958894' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 0.04029494537718649 0.4930416437138715 6.342866189743447 100 478958894 i4Pvalb "L4 PV"
190 node_type_id=='481127173' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 6.35990432241077 0.5749458193165575 3.361117197695796 100 481127173 i4Pvalb "L4 PV"
191 node_type_id=='481127348' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 0.527190656661277 0.339547471792192 6.925373564781992 100 481127348 i4Pvalb "L4 PV"
192 node_type_id=='487405644' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 2.426074174685328 0.5161259039461126 3.171181933241043 100 487405644 i4Pvalb "L4 PV"
193 node_type_id=='487667205' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 6.045515405657231 1.3961482185433072 0.19359991562514078 100 487667205 i4Pvalb "L4 PV"
194 node_type_id=='491038812' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 1.376609389923649 0.24118736844726274 7.692088408595518 100 491038812 i4Pvalb "L4 PV"
195 node_type_id=='569997187' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 0.010041372633495867 0.11702248517270766 0.10000006454287574 100 569997187 i4Pvalb "L4 PV"
196 node_type_id=='571314481' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 0.33516161711992626 0.5223532715833767 4.1531126160891185 100 571314481 i4Pvalb "L4 PV"
197 node_type_id=='572375809' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 0.010093016606100848 1.0344503176480064 0.8675597827626251 100 572375809 i4Pvalb "L4 PV"
198 node_type_id=='579414994' * lgn_to_pv.json 1.0 7.481130099256e-26 ConstantMultiplier_BKG static_synapse True 0.010063132985418307 0.11462239871116865 0.10000050497154124 100 579414994 i4Pvalb "L4 PV"
199 node_type_id=='476099282' * lgn_to_sst.json 1.0 3.657252909984 ConstantMultiplier_BKG static_synapse True 2.986512955135188 0.2816257904036276 1.1972686054415218 100 476099282 i4Sst "L4 SST"
200 node_type_id=='476753465' * lgn_to_sst.json 1.0 3.657252909984 ConstantMultiplier_BKG static_synapse True 1.0959197701314856 0.5469404579437521 0.5093377928205324 100 476753465 i4Sst "L4 SST"
201 node_type_id=='485061364' * lgn_to_sst.json 1.0 3.657252909984 ConstantMultiplier_BKG static_synapse True 7.533124411768909 0.5642556945458979 0.2636265925673493 100 485061364 i4Sst "L4 SST"
202 node_type_id=='501280518' * lgn_to_sst.json 1.0 3.657252909984 ConstantMultiplier_BKG static_synapse True 5.30976658849972 0.46230318318844277 0.21088165210808082 100 501280518 i4Sst "L4 SST"
203 node_type_id=='501282204' * lgn_to_sst.json 1.0 3.657252909984 ConstantMultiplier_BKG static_synapse True 8.85746645943685 1.0529139952553501 0.1630974835257607 100 501282204 i4Sst "L4 SST"
204 node_type_id=='573622646' * lgn_to_sst.json 1.0 3.657252909984 ConstantMultiplier_BKG static_synapse True 11.903151924991516 0.8269036759434361 0.21317454135722927 100 573622646 i4Sst "L4 SST"
205 node_type_id=='314822529' * lgn_to_e5it.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 4.56403234226991 0.40490197772665804 9.359253408960484 100 314822529 e5IT "L5 Exc"
206 node_type_id=='468120757' * lgn_to_e5it.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 13.771605191825333 0.2819546962840136 8.533003101405662 100 468120757 e5IT "L5 Exc"
207 node_type_id=='480169178' * lgn_to_e5it.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 4.0410002573659245 0.24657363331120208 8.997671575836211 100 480169178 e5IT "L5 Exc"
208 node_type_id=='486110216' * lgn_to_e5it.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 10.00749735513774 0.4042446546129851 6.6504606582831105 100 486110216 e5IT "L5 Exc"
209 node_type_id=='485574832' * lgn_to_e5et.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 8.179030806826585 0.6672492185820512 1.2206935210222636 100 485574832 e5ET "L5 Exc"
210 node_type_id=='485838981' * lgn_to_e5et.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 5.226201128971681 0.7054688490547457 2.3952400371236204 100 485838981 e5ET "L5 Exc"
211 node_type_id=='486111903' * lgn_to_e5et.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 10.157136371411221 0.49992081187674786 2.5451121678612454 100 486111903 e5ET "L5 Exc"
212 node_type_id=='488679042' * lgn_to_e5et.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 6.492187815663997 0.7256772322682451 2.252423959864981 100 488679042 e5ET "L5 Exc"
213 node_type_id=='488680917' * lgn_to_e5et.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 4.768545265046108 0.706120093872188 2.0271523165521472 100 488680917 e5ET "L5 Exc"
214 node_type_id=='488683425' * lgn_to_e5et.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 0.4193078744900105 0.4503822366283853 2.789784396694772 100 488683425 e5ET "L5 Exc"
215 node_type_id=='322762730' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 2.6112572844030013 0.3922296146739712 3.7215264582840923 100 322762730 e5NP "L5 Exc"
216 node_type_id=='487445455' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 5.066564209563098 0.35866305283376754 2.7580356118402687 100 487445455 e5NP "L5 Exc"
217 node_type_id=='487664070' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 2.582723325880249 0.8538379988083 0.8992924392842353 100 487664070 e5NP "L5 Exc"
218 node_type_id=='488419491' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 3.1067497220795355 0.32021097264080767 4.543666891507885 100 488419491 e5NP "L5 Exc"
219 node_type_id=='488467273' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 4.959764965227924 0.6277418513090548 1.0435460939523706 100 488467273 e5NP "L5 Exc"
220 node_type_id=='490263438' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 7.729005527420382 0.4063810918128582 2.103842247438354 100 490263438 e5NP "L5 Exc"
221 node_type_id=='505202906' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 4.231446983870954 0.2635216757205951 5.649053026737232 100 505202906 e5NP "L5 Exc"
222 node_type_id=='558675748' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 0.7331451224421158 0.8435033610382818 1.5796527386971375 100 558675748 e5NP "L5 Exc"
223 node_type_id=='562999984' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 6.940527098787336 0.3934661444818419 4.835567354474667 100 562999984 e5NP "L5 Exc"
224 node_type_id=='569469018' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 2.2397988167615694 0.5679006002850276 1.5387395203706404 100 569469018 e5NP "L5 Exc"
225 node_type_id=='569477234' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 3.9198545944294123 0.5858185645320794 2.7010537118593283 100 569477234 e5NP "L5 Exc"
226 node_type_id=='605141937' * lgn_to_e5np.json 1.0 3.31151020159 ConstantMultiplier_BKG static_synapse True 1.8400105073871311 0.8741561871178966 1.2421846019312262 100 605141937 e5NP "L5 Exc"
227 node_type_id=='568767467' * lgn_to_vip.json 1.0 0.01970275024068 ConstantMultiplier_BKG static_synapse True 0.7041372908670792 0.5831289851823956 0.6936861380973784 100 568767467 i5Vip "L5 VIP"
228 node_type_id=='591627904' * lgn_to_vip.json 1.0 0.01970275024068 ConstantMultiplier_BKG static_synapse True 3.6204904505272433 0.5261208375795456 1.1118050817273164 100 591627904 i5Vip "L5 VIP"
229 node_type_id=='592819166' * lgn_to_vip.json 1.0 0.01970275024068 ConstantMultiplier_BKG static_synapse True 3.1293895399692526 0.5601788167679467 1.7001441054248922 100 592819166 i5Vip "L5 VIP"
230 node_type_id=='313861608' * lgn_to_pv.json 1.0 3.2695254225500004e-18 ConstantMultiplier_BKG static_synapse True 14.040087590679873 0.688640131945658 2.4759243457015594 100 313861608 i5Pvalb "L5 PV"
231 node_type_id=='318556138' * lgn_to_pv.json 1.0 3.2695254225500004e-18 ConstantMultiplier_BKG static_synapse True 0.010020677359122666 0.706000180794019 1.7752116362679282 100 318556138 i5Pvalb "L5 PV"
