pop_name multiplier
e23Cux2 5.0
e4Nr5a1 5.0
e4Rorb 5.0
e4Scnn1a 5.0
e4other 5.0
e5ET 5.0
e5IT 5.0
e5NP 5.0
e5Rbp4 5.0
e5noRbp4 5.0
e6Ntsr1 5.0
i1Htr3a 5.0
i23Vip 5.0
i23Pvalb 5.0
i23Sst 5.0
i4Vip 5.0
i4Pvalb 5.0
i4Sst 5.0
i5Vip 5.0
i5Pvalb 5.0
i5Sst 5.0
i6Vip 5.0
i6Pvalb 5.0
i6Sst 5.0
