,node_type_id,pop_name,syn_type,EPSP_unitary
0,475585413,i1Htr3a,exc_to_vip,0.09999999999999432
1,482649712,i1Htr3a,exc_to_vip,0.09099999999999397
2,482654108,i1Htr3a,exc_to_vip,0.057999999999992724
3,484509440,e23Cux2,exc_to_e23,0.07399999999999807
4,486262299,e23Cux2,exc_to_e23,0.0309999999999917
5,486753754,e23Cux2,exc_to_e23,0.09100000000000819
6,489751692,e23Cux2,exc_to_e23,0.10500000000000398
7,490376252,e23Cux2,exc_to_e23,0.07800000000000296
8,505512874,e23Cux2,exc_to_e23,0.06200000000001182
9,513510227,e23Cux2,exc_to_e23,0.03100000000000591
10,501736631,i23Vip,exc_to_vip,0.03999999999999204
11,514767977,i23Vip,exc_to_vip,0.09199999999999875
12,522418855,i23Vip,exc_to_vip,0.09300000000000352
13,523478869,i23Vip,exc_to_vip,0.045000000000001705
14,524689239,i23Vip,exc_to_vip,0.06999999999999318
15,524693113,i23Vip,exc_to_vip,0.1039999999999992
16,524876305,i23Vip,exc_to_vip,0.07600000000000762
17,560814288,i23Vip,exc_to_vip,0.1110000000000042
18,562539062,i23Vip,exc_to_vip,0.09900000000000375
19,575920560,i23Vip,exc_to_vip,0.06300000000000239
20,341016267,i23Pvalb,exc_to_pv,0.03699999999999193
21,341442651,i23Pvalb,exc_to_pv,0.031999999999996476
22,469614747,i23Pvalb,exc_to_pv,0.04200000000000159
23,477490421,i23Pvalb,exc_to_pv,0.031999999999996476
24,479298854,i23Pvalb,exc_to_pv,0.027000000000001023
25,481018305,i23Pvalb,exc_to_pv,0.0379999999999967
26,482444444,i23Pvalb,exc_to_pv,0.031999999999996476
27,484635029,i23Pvalb,exc_to_pv,0.033999999999991815
28,485184849,i23Pvalb,exc_to_pv,0.03100000000000591
29,485245025,i23Pvalb,exc_to_pv,0.038000000000010914
30,488501071,i23Pvalb,exc_to_pv,0.029999999999986926
31,574992320,i23Pvalb,exc_to_pv,0.028999999999996362
32,313862274,i23Sst,exc_to_sst,0.04800000000000182
33,324493977,i23Sst,exc_to_sst,0.05100000000000193
34,476686112,i23Sst,exc_to_sst,0.05499999999999261
35,485466109,i23Sst,exc_to_sst,0.056000000000011596
36,488677994,i23Sst,exc_to_sst,0.055999999999997385
37,491026389,i23Sst,exc_to_sst,0.04600000000000648
38,623960880,i23Sst,exc_to_sst,0.046999999999997044
39,354833767,e4Nr5a1,exc_to_e4,0.055999999999997385
40,369697038,e4Nr5a1,exc_to_e4,0.06699999999999307
41,386049446,e4Nr5a1,exc_to_e4,0.0689999999999884
42,397354239,e4Nr5a1,exc_to_e4,0.05500000000000682
43,465924786,e4Nr5a1,exc_to_e4,0.06099999999999284
