edge_type_id target_query source_query syn_weight model_template dynamics_params delay
100 node_type_id=='475585413' * 10.25390625 static_synapse e2i.json 1.0
101 node_type_id=='482649712' * 13.8671875 static_synapse e2i.json 1.0
102 node_type_id=='482654108' * 20.7763671875 static_synapse e2i.json 1.0
103 node_type_id=='484509440' * 5.0537109375 static_synapse e2e.json 1.0
104 node_type_id=='486262299' * 26.416015625 static_synapse e2e.json 1.0
105 node_type_id=='486753754' * 6.09130859375 static_synapse e2e.json 1.0
106 node_type_id=='489751692' * 4.62646484375 static_synapse e2e.json 1.0
107 node_type_id=='490376252' * 4.00390625 static_synapse e2e.json 1.0
108 node_type_id=='505512874' * 7.958984375 static_synapse e2e.json 1.0
109 node_type_id=='513510227' * 11.9140625 static_synapse e2e.json 1.0
110 node_type_id=='501736631' * 34.66796875 static_synapse e2i.json 1.0
111 node_type_id=='514767977' * 6.494140625 static_synapse e2i.json 1.0
112 node_type_id=='522418855' * 8.544921875 static_synapse e2i.json 1.0
113 node_type_id=='523478869' * 28.515625 static_synapse e2i.json 1.0
114 node_type_id=='524689239' * 17.96875 static_synapse e2i.json 1.0
115 node_type_id=='524693113' * 3.076171875 static_synapse e2i.json 1.0
116 node_type_id=='524876305' * 12.20703125 static_synapse e2i.json 1.0
117 node_type_id=='560814288' * 2.9541015625 static_synapse e2i.json 1.0
118 node_type_id=='562539062' * 5.859375 static_synapse e2i.json 1.0
119 node_type_id=='575920560' * 16.30859375 static_synapse e2i.json 1.0
120 node_type_id=='341016267' * 16.1376953125 static_synapse e2i.json 1.0
121 node_type_id=='341442651' * 21.09375 static_synapse e2i.json 1.0
122 node_type_id=='469614747' * 18.26171875 static_synapse e2i.json 1.0
123 node_type_id=='477490421' * 24.755859375 static_synapse e2i.json 1.0
124 node_type_id=='479298854' * 32.177734375 static_synapse e2i.json 1.0
125 node_type_id=='481018305' * 22.0703125 static_synapse e2i.json 1.0
126 node_type_id=='482444444' * 21.5087890625 static_synapse e2i.json 1.0
127 node_type_id=='484635029' * 28.61328125 static_synapse e2i.json 1.0
128 node_type_id=='485184849' * 22.509765625 static_synapse e2i.json 1.0
129 node_type_id=='485245025' * 17.28515625 static_synapse e2i.json 1.0
130 node_type_id=='488501071' * 19.775390625 static_synapse e2i.json 1.0
131 node_type_id=='574992320' * 14.697265625 static_synapse e2i.json 1.0
132 node_type_id=='313862274' * 13.7451171875 static_synapse e2i.json 1.0
133 node_type_id=='324493977' * 14.013671875 static_synapse e2i.json 1.0
134 node_type_id=='476686112' * 9.47265625 static_synapse e2i.json 1.0
135 node_type_id=='485466109' * 15.91796875 static_synapse e2i.json 1.0
136 node_type_id=='488677994' * 16.650390625 static_synapse e2i.json 1.0
137 node_type_id=='491026389' * 17.3583984375 static_synapse e2i.json 1.0
138 node_type_id=='623960880' * 8.642578125 static_synapse e2i.json 1.0
139 node_type_id=='354833767' * 14.1357421875 static_synapse e2e.json 1.0
140 node_type_id=='369697038' * 6.15234375 static_synapse e2e.json 1.0
141 node_type_id=='386049446' * 3.5400390625 static_synapse e2e.json 1.0
142 node_type_id=='397354239' * 4.1259765625 static_synapse e2e.json 1.0
143 node_type_id=='465924786' * 6.005859375 static_synapse e2e.json 1.0
144 node_type_id=='469704261' * 15.673828125 static_synapse e2e.json 1.0
145 node_type_id=='469734859' * 8.1787109375 static_synapse e2e.json 1.0
146 node_type_id=='475838754' * 8.49609375 static_synapse e2e.json 1.0
147 node_type_id=='478439166' * 6.5673828125 static_synapse e2e.json 1.0
148 node_type_id=='489754156' * 6.93359375 static_synapse e2e.json 1.0
149 node_type_id=='502260112' * 7.5927734375 static_synapse e2e.json 1.0
150 node_type_id=='505808144' * 5.56640625 static_synapse e2e.json 1.0
151 node_type_id=='517977609' * 2.8076171875 static_synapse e2e.json 1.0
152 node_type_id=='322723785' * 5.8349609375 static_synapse e2e.json 1.0
153 node_type_id=='322761772' * 2.8564453125 static_synapse e2e.json 1.0
154 node_type_id=='324065524' * 1.81884765625 static_synapse e2e.json 1.0
155 node_type_id=='329550277' * 8.251953125 static_synapse e2e.json 1.0
156 node_type_id=='466378900' * 4.9072265625 static_synapse e2e.json 1.0
157 node_type_id=='467003163' * 7.51953125 static_synapse e2e.json 1.0
158 node_type_id=='467357834' * 8.5205078125 static_synapse e2e.json 1.0
159 node_type_id=='469763389' * 4.6630859375 static_synapse e2e.json 1.0
160 node_type_id=='473020156' * 2.47802734375 static_synapse e2e.json 1.0
161 node_type_id=='476562817' * 2.9296875 static_synapse e2e.json 1.0
162 node_type_id=='478586425' * 6.0302734375 static_synapse e2e.json 1.0
163 node_type_id=='479179020' * 1.07421875 static_synapse e2e.json 1.0
164 node_type_id=='484679812' * 0.830078125 static_synapse e2e.json 1.0
165 node_type_id=='484770879' * 6.298828125 static_synapse e2e.json 1.0
166 node_type_id=='485836906' * 7.2509765625 static_synapse e2e.json 1.0
167 node_type_id=='486472847' * 5.79833984375 static_synapse e2e.json 1.0
168 node_type_id=='486500736' * 8.154296875 static_synapse e2e.json 1.0
169 node_type_id=='490626718' * 9.326171875 static_synapse e2e.json 1.0
170 node_type_id=='490626827' * 8.7890625 static_synapse e2e.json 1.0
171 node_type_id=='500859045' * 5.712890625 static_synapse e2e.json 1.0
172 node_type_id=='500894271' * 5.224609375 static_synapse e2e.json 1.0
173 node_type_id=='320207387' * 6.396484375 static_synapse e2e.json 1.0
174 node_type_id=='323838579' * 6.6162109375 static_synapse e2e.json 1.0
175 node_type_id=='476266853' * 7.4462890625 static_synapse e2e.json 1.0
176 node_type_id=='500964358' * 6.1767578125 static_synapse e2e.json 1.0
177 node_type_id=='517647182' * 2.099609375 static_synapse e2e.json 1.0
178 node_type_id=='479993900' * 7.763671875 static_synapse e2e.json 1.0
179 node_type_id=='480169202' * 3.076171875 static_synapse e2e.json 1.0
180 node_type_id=='483020137' * 5.517578125 static_synapse e2e.json 1.0
181 node_type_id=='488689403' * 1.953125 static_synapse e2e.json 1.0
182 node_type_id=='501570114' * 4.296875 static_synapse e2i.json 1.0
183 node_type_id=='531121585' * 2.99072265625 static_synapse e2i.json 1.0
184 node_type_id=='535728342' * 3.2311742677852644e-25 static_synapse e2i.json 1.0
185 node_type_id=='560690291' * 11.474609375 static_synapse e2i.json 1.0
186 node_type_id=='561934585' * 10.791015625 static_synapse e2i.json 1.0
187 node_type_id=='562540395' * 10.7666015625 static_synapse e2i.json 1.0
188 node_type_id=='478793814' * 4.19921875 static_synapse e2i.json 1.0
189 node_type_id=='478958894' * 11.279296875 static_synapse e2i.json 1.0
190 node_type_id=='481127173' * 12.646484375 static_synapse e2i.json 1.0
191 node_type_id=='481127348' * 10.0830078125 static_synapse e2i.json 1.0
192 node_type_id=='487405644' * 7.666015625 static_synapse e2i.json 1.0
193 node_type_id=='487667205' * 9.228515625 static_synapse e2i.json 1.0
194 node_type_id=='491038812' * 13.4765625 static_synapse e2i.json 1.0
195 node_type_id=='569997187' * 3.466796875 static_synapse e2i.json 1.0
196 node_type_id=='571314481' * 7.861328125 static_synapse e2i.json 1.0
197 node_type_id=='572375809' * 6.884765625 static_synapse e2i.json 1.0
198 node_type_id=='579414994' * 1.2451171875 static_synapse e2i.json 1.0
199 node_type_id=='476099282' * 7.67822265625 static_synapse e2i.json 1.0
200 node_type_id=='476753465' * 4.7119140625 static_synapse e2i.json 1.0
201 node_type_id=='485061364' * 12.255859375 static_synapse e2i.json 1.0
202 node_type_id=='501280518' * 9.9853515625 static_synapse e2i.json 1.0
