target_model_id,target_label,source_label,weight_max,delay,params_file,PSP_scale_factor,lognorm_shape,lognorm_scale,synphys_mean
484509440,e23Cux2,e23Cux2,1.19047619047615,1.82,e23_to_e23.json,0.073999999999998,0.781140619091607,0.390889002620308,0.522461156232853
486262299,e23Cux2,e23Cux2,2.94117647058894,1.82,e23_to_e23.json,0.0309999999999917,0.781140619091607,0.390889002620308,0.522461156232853
486753754,e23Cux2,e23Cux2,1.03092783505146,1.82,e23_to_e23.json,0.0910000000000081,0.781140619091607,0.390889002620308,0.522461156232853
489751692,e23Cux2,e23Cux2,0.877192982456107,1.82,e23_to_e23.json,0.1050000000000039,0.781140619091607,0.390889002620308,0.522461156232853
490376252,e23Cux2,e23Cux2,1.14942528735628,1.82,e23_to_e23.json,0.0780000000000029,0.781140619091607,0.390889002620308,0.522461156232853
505512874,e23Cux2,e23Cux2,1.51515151515146,1.82,e23_to_e23.json,0.0620000000000118,0.781140619091607,0.390889002620308,0.522461156232853
513510227,e23Cux2,e23Cux2,2.85714285714314,1.82,e23_to_e23.json,0.0310000000000059,0.781140619091607,0.390889002620308,0.522461156232853
484509440,e23Cux2,e4Nr5a1,1.78571428571422,1.42,e4_to_e23.json,0.073999999999998,0.608249525511695,0.344252143477436,0.42136838570849
486262299,e23Cux2,e4Nr5a1,4.41176470588341,1.42,e4_to_e23.json,0.0309999999999917,0.608249525511695,0.344252143477436,0.42136838570849
486753754,e23Cux2,e4Nr5a1,1.54639175257719,1.42,e4_to_e23.json,0.0910000000000081,0.608249525511695,0.344252143477436,0.42136838570849
489751692,e23Cux2,e4Nr5a1,1.31578947368416,1.42,e4_to_e23.json,0.1050000000000039,0.608249525511695,0.344252143477436,0.42136838570849
490376252,e23Cux2,e4Nr5a1,1.72413793103442,1.42,e4_to_e23.json,0.0780000000000029,0.608249525511695,0.344252143477436,0.42136838570849
505512874,e23Cux2,e4Nr5a1,2.27272727272719,1.42,e4_to_e23.json,0.0620000000000118,0.608249525511695,0.344252143477436,0.42136838570849
513510227,e23Cux2,e4Nr5a1,4.2857142857147,1.42,e4_to_e23.json,0.0310000000000059,0.608249525511695,0.344252143477436,0.42136838570849
484509440,e23Cux2,e4other,1.78571428571422,1.42,e4_to_e23.json,0.073999999999998,0.608249525511695,0.344252143477436,0.42136838570849
486262299,e23Cux2,e4other,4.41176470588341,1.42,e4_to_e23.json,0.0309999999999917,0.608249525511695,0.344252143477436,0.42136838570849
486753754,e23Cux2,e4other,1.54639175257719,1.42,e4_to_e23.json,0.0910000000000081,0.608249525511695,0.344252143477436,0.42136838570849
489751692,e23Cux2,e4other,1.31578947368416,1.42,e4_to_e23.json,0.1050000000000039,0.608249525511695,0.344252143477436,0.42136838570849
490376252,e23Cux2,e4other,1.72413793103442,1.42,e4_to_e23.json,0.0780000000000029,0.608249525511695,0.344252143477436,0.42136838570849
505512874,e23Cux2,e4other,2.27272727272719,1.42,e4_to_e23.json,0.0620000000000118,0.608249525511695,0.344252143477436,0.42136838570849
513510227,e23Cux2,e4other,4.2857142857147,1.42,e4_to_e23.json,0.0310000000000059,0.608249525511695,0.344252143477436,0.42136838570849
484509440,e23Cux2,e4Rorb,1.78571428571422,1.42,e4_to_e23.json,0.073999999999998,0.608249525511695,0.344252143477436,0.42136838570849
486262299,e23Cux2,e4Rorb,4.41176470588341,1.42,e4_to_e23.json,0.0309999999999917,0.608249525511695,0.344252143477436,0.42136838570849
486753754,e23Cux2,e4Rorb,1.54639175257719,1.42,e4_to_e23.json,0.0910000000000081,0.608249525511695,0.344252143477436,0.42136838570849
489751692,e23Cux2,e4Rorb,1.31578947368416,1.42,e4_to_e23.json,0.1050000000000039,0.608249525511695,0.344252143477436,0.42136838570849
490376252,e23Cux2,e4Rorb,1.72413793103442,1.42,e4_to_e23.json,0.0780000000000029,0.608249525511695,0.344252143477436,0.42136838570849
505512874,e23Cux2,e4Rorb,2.27272727272719,1.42,e4_to_e23.json,0.0620000000000118,0.608249525511695,0.344252143477436,0.42136838570849
513510227,e23Cux2,e4Rorb,4.2857142857147,1.42,e4_to_e23.json,0.0310000000000059,0.608249525511695,0.344252143477436,0.42136838570849
484509440,e23Cux2,e4Scnn1a,1.78571428571422,1.42,e4_to_e23.json,0.073999999999998,0.608249525511695,0.344252143477436,0.42136838570849
486262299,e23Cux2,e4Scnn1a,4.41176470588341,1.42,e4_to_e23.json,0.0309999999999917,0.608249525511695,0.344252143477436,0.42136838570849
486753754,e23Cux2,e4Scnn1a,1.54639175257719,1.42,e4_to_e23.json,0.0910000000000081,0.608249525511695,0.344252143477436,0.42136838570849
489751692,e23Cux2,e4Scnn1a,1.31578947368416,1.42,e4_to_e23.json,0.1050000000000039,0.608249525511695,0.344252143477436,0.42136838570849
490376252,e23Cux2,e4Scnn1a,1.72413793103442,1.42,e4_to_e23.json,0.0780000000000029,0.608249525511695,0.344252143477436,0.42136838570849
505512874,e23Cux2,e4Scnn1a,2.27272727272719,1.42,e4_to_e23.json,0.0620000000000118,0.608249525511695,0.344252143477436,0.42136838570849
513510227,e23Cux2,e4Scnn1a,4.2857142857147,1.42,e4_to_e23.json,0.0310000000000059,0.608249525511695,0.344252143477436,0.42136838570849
484509440,e23Cux2,e5ET,5.59523809523788,1.72,e5et_to_e23.json,0.073999999999998,0.607619888956939,0.387970667579197,0.463490070877964
486262299,e23Cux2,e5ET,13.823529411768,1.72,e5et_to_e23.json,0.0309999999999917,0.607619888956939,0.387970667579197,0.463490070877964
486753754,e23Cux2,e5ET,4.84536082474185,1.72,e5et_to_e23.json,0.0910000000000081,0.607619888956939,0.387970667579197,0.463490070877964
489751692,e23Cux2,e5ET,4.1228070175437,1.72,e5et_to_e23.json,0.1050000000000039,0.607619888956939,0.387970667579197,0.463490070877964
490376252,e23Cux2,e5ET,5.40229885057451,1.72,e5et_to_e23.json,0.0780000000000029,0.607619888956939,0.387970667579197,0.463490070877964
505512874,e23Cux2,e5ET,7.12121212121185,1.72,e5et_to_e23.json,0.0620000000000118,0.607619888956939,0.387970667579197,0.463490070877964
513510227,e23Cux2,e5ET,13.4285714285727,1.72,e5et_to_e23.json,0.0310000000000059,0.607619888956939,0.387970667579197,0.463490070877964
484509440,e23Cux2,e5IT,5.59523809523788,1.58,e5it_to_e23.json,0.073999999999998,0.790012442089576,0.27352303289143,0.398887246617355
486262299,e23Cux2,e5IT,13.823529411768,1.58,e5it_to_e23.json,0.0309999999999917,0.790012442089576,0.27352303289143,0.398887246617355
486753754,e23Cux2,e5IT,4.84536082474185,1.58,e5it_to_e23.json,0.0910000000000081,0.790012442089576,0.27352303289143,0.398887246617355
489751692,e23Cux2,e5IT,4.1228070175437,1.58,e5it_to_e23.json,0.1050000000000039,0.790012442089576,0.27352303289143,0.398887246617355
490376252,e23Cux2,e5IT,5.40229885057451,1.58,e5it_to_e23.json,0.0780000000000029,0.790012442089576,0.27352303289143,0.398887246617355
505512874,e23Cux2,e5IT,7.12121212121185,1.58,e5it_to_e23.json,0.0620000000000118,0.790012442089576,0.27352303289143,0.398887246617355
513510227,e23Cux2,e5IT,13.4285714285727,1.58,e5it_to_e23.json,0.0310000000000059,0.790012442089576,0.27352303289143,0.398887246617355
484509440,e23Cux2,e5NP,5.59523809523788,2.05,e5np_to_e23.json,0.073999999999998,0.781140619091607,0.390889002620308,0.522461156232853
486262299,e23Cux2,e5NP,13.823529411768,2.05,e5np_to_e23.json,0.0309999999999917,0.781140619091607,0.390889002620308,0.522461156232853
486753754,e23Cux2,e5NP,4.84536082474185,2.05,e5np_to_e23.json,0.0910000000000081,0.781140619091607,0.390889002620308,0.522461156232853
489751692,e23Cux2,e5NP,4.1228070175437,2.05,e5np_to_e23.json,0.1050000000000039,0.781140619091607,0.390889002620308,0.522461156232853
490376252,e23Cux2,e5NP,5.40229885057451,2.05,e5np_to_e23.json,0.0780000000000029,0.781140619091607,0.390889002620308,0.522461156232853
505512874,e23Cux2,e5NP,7.12121212121185,2.05,e5np_to_e23.json,0.0620000000000118,0.781140619091607,0.390889002620308,0.522461156232853
513510227,e23Cux2,e5NP,13.4285714285727,2.05,e5np_to_e23.json,0.0310000000000059,0.781140619091607,0.390889002620308,0.522461156232853
484509440,e23Cux2,i1Htr3a,-4.95327102803742,1.85,vip_to_e23.json,0.0600000000000022,0.434333247794826,0.368325747238462,0.404332283528817
486262299,e23Cux2,i1Htr3a,-12.6190476190471,1.85,vip_to_e23.json,0.0249999999999914,0.434333247794826,0.368325747238462,0.404332283528817
486753754,e23Cux2,i1Htr3a,-4.52991452991491,1.85,vip_to_e23.json,0.0730000000000075,0.434333247794826,0.368325747238462,0.404332283528817
489751692,e23Cux2,i1Htr3a,-3.84057971014478,1.85,vip_to_e23.json,0.0840000000000031,0.434333247794826,0.368325747238462,0.404332283528817
490376252,e23Cux2,i1Htr3a,-4.77477477477459,1.85,vip_to_e23.json,0.0630000000000023,0.434333247794826,0.368325747238462,0.404332283528817
505512874,e23Cux2,i1Htr3a,-6.62500000000014,1.85,vip_to_e23.json,0.0500000000000113,0.434333247794826,0.368325747238462,0.404332283528817
513510227,e23Cux2,i1Htr3a,-11.5217391304367,1.85,vip_to_e23.json,0.0250000000000056,0.434333247794826,0.368325747238462,0.404332283528817
484509440,e23Cux2,i23Pvalb,-4.11214953271031,0.9,pv_to_e23.json,0.0559999999999973,0.343184156911504,0.376398460275446,0.397478628122215
486262299,e23Cux2,i23Pvalb,-10.4761904761901,0.9,pv_to_e23.json,0.0229999999999961,0.343184156911504,0.376398460275446,0.397478628122215
486753754,e23Cux2,i23Pvalb,-3.76068376068408,0.9,pv_to_e23.json,0.0660000000000025,0.343184156911504,0.376398460275446,0.397478628122215
489751692,e23Cux2,i23Pvalb,-3.18840579710133,0.9,pv_to_e23.json,0.0769999999999981,0.343184156911504,0.376398460275446,0.397478628122215
490376252,e23Cux2,i23Pvalb,-3.96396396396381,0.9,pv_to_e23.json,0.0580000000000069,0.343184156911504,0.376398460275446,0.397478628122215
505512874,e23Cux2,i23Pvalb,-5.50000000000012,0.9,pv_to_e23.json,0.0450000000000017,0.343184156911504,0.376398460275446,0.397478628122215
513510227,e23Cux2,i23Pvalb,-9.56521739130596,0.9,pv_to_e23.json,0.0229999999999961,0.343184156911504,0.376398460275446,0.397478628122215
484509440,e23Cux2,i23Sst,-1.49532710280375,1.13,sst_to_e23.json,0.1129999999999995,0.488877462558857,0.401119365794708,0.450940885407281
486262299,e23Cux2,i23Sst,-3.80952380952367,1.13,sst_to_e23.json,0.0480000000000018,0.488877462558857,0.401119365794708,0.450940885407281
